CVE,CVE_ENT,NOM_ENT,CVE_MUN,NOM_MUN,sin_primaria,analfabeta,con_hacinamiento
31031,31,Yucatán,031,Dzoncauich,46.44,20.26,52.67
31032,31,Yucatán,032,Espita,45.89,18.83,65.18
31033,31,Yucatán,033,Halachó,39.21,17.69,59.24
31034,31,Yucatán,034,Hocabá,42.45,19.15,56.01
31035,31,Yucatán,035,Hoctún,43.64,19.59,51.23
31036,31,Yucatán,036,Homún,35.85,17.45,58.25
31037,31,Yucatán,037,Huhí,41.79,16.58,49.62
31038,31,Yucatán,038,Hunucmá,33.85,13.46,57.09
31039,31,Yucatán,039,Ixil,32.1,8.3,54.58
31040,31,Yucatán,040,Izamal,34.27,17.1,51.82
31041,31,Yucatán,041,Kanasín,22.24,7.28,44.97
31042,31,Yucatán,042,Kantunil,39.5,20.8,54.33
31043,31,Yucatán,043,Kaua,43.87,18.15,64.94
31044,31,Yucatán,044,Kinchil,37.3,15.3,56.31
31045,31,Yucatán,045,Kopomá,31.45,10.17,47.86
31046,31,Yucatán,046,Mama,45.92,17.8,53.51
31047,31,Yucatán,047,Maní,43.4,18.75,56.16
31048,31,Yucatán,048,Maxcanú,35.91,15.78,57.75
31049,31,Yucatán,049,Mayapán,56.25,28.76,68.18
31050,31,Yucatán,050,Mérida,13.32,3.27,29.93
31051,31,Yucatán,051,Mocochá,28.72,6.52,46.97
31052,31,Yucatán,052,Motul,33.13,11.44,48.8
31053,31,Yucatán,053,Muna,32.26,10.37,49.72
31054,31,Yucatán,054,Muxupip,35.58,11.78,45.21
31055,31,Yucatán,055,Opichén,39.98,10.47,55.31
31056,31,Yucatán,056,Oxkutzcab,41.12,17.58,53.66
31057,31,Yucatán,057,Panabá,44.07,16.41,50.1
31058,31,Yucatán,058,Peto,39.15,16.03,58.61
31059,31,Yucatán,059,Progreso,19.59,4.01,43.46
31060,31,Yucatán,060,Quintana Roo,43.84,21.62,52.14
31061,31,Yucatán,061,Río Lagartos,34.26,6.97,52.58
31062,31,Yucatán,062,Sacalum,35.91,13.68,50.56
31063,31,Yucatán,063,Samahil,30.68,13.95,54.49
31064,31,Yucatán,064,Sanahcat,36.5,16.86,56.01
31065,31,Yucatán,065,San Felipe,34.27,6.1,40.29
31066,31,Yucatán,066,Santa Elena,40.43,17.75,52.04
31067,31,Yucatán,067,Seyé,35.63,13.23,52.82
31068,31,Yucatán,068,Sinanché,35.25,12.65,43.75
31069,31,Yucatán,069,Sotuta,46.48,16.61,61
31070,31,Yucatán,070,Sucilá,29.86,10.42,51.81
31071,31,Yucatán,071,Sudzal,38.55,18.65,51.89
31072,31,Yucatán,072,Suma,35.37,9.1,45.1
31073,31,Yucatán,073,Tahdziú,50.17,28,70.86
31074,31,Yucatán,074,Tahmek,34.41,14.22,46.67
31075,31,Yucatán,075,Teabo,47.24,24.69,63.3
31076,31,Yucatán,076,Tecoh,41.21,15.87,59.96
31077,31,Yucatán,077,Tekal de Venegas,41.48,20.42,51.7
31078,31,Yucatán,078,Tekantó,36.62,14.7,48.25
31079,31,Yucatán,079,Tekax,36.02,17.05,57.83
31080,31,Yucatán,080,Tekit,52.53,17.42,62.53
31081,31,Yucatán,081,Tekom,43.38,22.98,64.64
31082,31,Yucatán,082,Telchac Pueblo,29.12,9.63,34.49
31083,31,Yucatán,083,Telchac Puerto,34.7,10.73,46.04
31084,31,Yucatán,084,Temax,43.53,16.37,56.08
31085,31,Yucatán,085,Temozón,43.79,20.82,65.06
31086,31,Yucatán,086,Tepakán,46.66,22.7,44.48
31087,31,Yucatán,087,Tetiz,51.37,20.9,57.45
31088,31,Yucatán,088,Teya,40.36,19.58,51.3
31089,31,Yucatán,089,Ticul,27.89,9.65,52.16
31090,31,Yucatán,090,Timucuy,48.12,21.5,61.92
31091,31,Yucatán,091,Tinum,36.2,14.62,60.05
31092,31,Yucatán,092,Tixcacalcupul,44.3,23.11,68.68
31093,31,Yucatán,093,Tixkokob,27.04,7.54,47.09
31094,31,Yucatán,094,Tixmehuac,40.78,23.3,60.69
31095,31,Yucatán,095,Tixpéhual,28.33,8.43,43.4
31096,31,Yucatán,096,Tizimín,39.08,15.4,55.01
31097,31,Yucatán,097,Tunkás,44.74,18.21,49.47
31098,31,Yucatán,098,Tzucacab,39.34,16.28,61.87
31099,31,Yucatán,099,Uayma,46.18,22.19,66.19
31100,31,Yucatán,100,Ucú,36.93,9.58,41.18
31101,31,Yucatán,101,Umán,24.64,7.84,45.6
31102,31,Yucatán,102,Valladolid,29.66,14.56,56.24
31103,31,Yucatán,103,Xocchel,39.41,15.58,56.27
31104,31,Yucatán,104,Yaxcabá,44.16,21.04,63.37
31105,31,Yucatán,105,Yaxkukul,27.73,7.44,42.13
31106,31,Yucatán,106,Yobaín,34.44,11.82,47.34
