CVE,CVE_ENT,NOM_ENT,CVE_MUN,NOM_MUN,sin_primaria,analfabeta,con_hacinamiento
14044,14,Jalisco,044,Ixtlahuacán de los Membrillos,17.13,3.46,48.67
14045,14,Jalisco,045,Ixtlahuacán del Río,34.63,9.57,33.34
14046,14,Jalisco,046,Jalostotitlán,28.67,6.81,33.3
14047,14,Jalisco,047,Jamay,27.14,7.57,41.05
14048,14,Jalisco,048,Jesús María,44.82,13.77,34.18
14049,14,Jalisco,049,Jilotlán de los Dolores,44.02,16.18,41.65
14050,14,Jalisco,050,Jocotepec,28.63,6.5,43.32
14051,14,Jalisco,051,Juanacatlán,17.04,4.6,37.91
14052,14,Jalisco,052,Juchitlán,30.23,6.31,30.73
14053,14,Jalisco,053,Lagos de Moreno,25.53,7.16,36.33
14054,14,Jalisco,054,El Limón,30.16,6.26,21.75
14055,14,Jalisco,055,Magdalena,23.67,5.63,43.76
14056,14,Jalisco,056,Santa María del Oro,52.22,19.31,39.94
14057,14,Jalisco,057,La Manzanilla de la Paz,31.16,7.02,20.32
14058,14,Jalisco,058,Mascota,27.01,4.86,29.11
14059,14,Jalisco,059,Mazamitla,25.91,8.28,34.39
14060,14,Jalisco,060,Mexticacán,36.07,9.61,27.27
14061,14,Jalisco,061,Mezquitic,53.47,27.47,54.56
14062,14,Jalisco,062,Mixtlán,31.83,7.61,30.79
14063,14,Jalisco,063,Ocotlán,19.74,5.05,32.84
14064,14,Jalisco,064,Ojuelos de Jalisco,33.36,8.85,43.58
14065,14,Jalisco,065,Pihuamo,40.57,14.82,30.01
14066,14,Jalisco,066,Poncitlán,28.01,8.16,44.08
14067,14,Jalisco,067,Puerto Vallarta,12.97,2.66,33.98
14068,14,Jalisco,068,Villa Purificación,38.68,10.59,35.27
14069,14,Jalisco,069,Quitupan,46.77,18.63,27.51
14070,14,Jalisco,070,El Salto,17.26,4.3,44.48
14071,14,Jalisco,071,San Cristóbal de la Barranca,37.23,10.26,39.87
14072,14,Jalisco,072,San Diego de Alejandría,34.62,9.72,40.16
14073,14,Jalisco,073,San Juan de los Lagos,27.24,6.54,36.7
14074,14,Jalisco,074,San Julián,29.61,6.72,26.82
14075,14,Jalisco,075,San Marcos,23.37,5.45,38.81
14076,14,Jalisco,076,San Martín de Bolaños,37.05,9.56,43.41
14077,14,Jalisco,077,San Martín Hidalgo,26.23,5.31,30.48
14078,14,Jalisco,078,San Miguel el Alto,31.57,9.14,29.95
14079,14,Jalisco,079,Gómez Farías,29.78,10.83,42.05
14080,14,Jalisco,080,San Sebastián del Oeste,34.29,10.32,31.12
14081,14,Jalisco,081,Santa María de los Ángeles,43.35,8.59,30.89
14082,14,Jalisco,082,Sayula,20.18,4.21,36.86
14083,14,Jalisco,083,Tala,22.68,5.57,36.49
14084,14,Jalisco,084,Talpa de Allende,30.11,7.39,38.13
14085,14,Jalisco,085,Tamazula de Gordiano,30.81,9.69,27.21
14086,14,Jalisco,086,Tapalpa,32.55,8.89,48.07
14087,14,Jalisco,087,Tecalitlán,33.47,10.62,30.22
14088,14,Jalisco,088,Tecolotlán,26.91,6.53,31.46
14089,14,Jalisco,089,Techaluta de Montenegro,26.99,6.2,31.68
14090,14,Jalisco,090,Tenamaxtlán,30.08,6.66,26.02
14091,14,Jalisco,091,Teocaltiche,34.93,8.12,33.97
14092,14,Jalisco,092,Teocuitatlán de Corona,35.26,8.42,29.8
14093,14,Jalisco,093,Tepatitlán de Morelos,26.08,6.55,28.92
14094,14,Jalisco,094,Tequila,21.57,4.92,43.52
14095,14,Jalisco,095,Teuchitlán,27.7,6.28,29.51
14096,14,Jalisco,096,Tizapán el Alto,33.62,10.39,35.65
14097,14,Jalisco,097,Tlajomulco de Zúñiga,12.52,2.56,37.11
14098,14,Jalisco,098,San Pedro Tlaquepaque,14.59,3.44,32.94
14099,14,Jalisco,099,Tolimán,35.15,13.11,36.38
14100,14,Jalisco,100,Tomatlán,33.19,8.66,42.84
14101,14,Jalisco,101,Tonalá,15.27,3.38,37.03
14102,14,Jalisco,102,Tonaya,32.79,8.83,27.18
14103,14,Jalisco,103,Tonila,27.6,8.3,35.3
14104,14,Jalisco,104,Totatiche,37.72,9.45,24.42
14105,14,Jalisco,105,Tototlán,31.43,8.88,37.68
14106,14,Jalisco,106,Tuxcacuesco,38.9,12.84,35.31
14107,14,Jalisco,107,Tuxcueca,27.01,5.62,37.16
14108,14,Jalisco,108,Tuxpan,21.84,6.09,36.45
14109,14,Jalisco,109,Unión de San Antonio,37.46,11.86,40.43
14110,14,Jalisco,110,Unión de Tula,26.97,4.96,28.17
14111,14,Jalisco,111,Valle de Guadalupe,29.03,6.61,28.92
14112,14,Jalisco,112,Valle de Juárez,33.99,9.95,22.48
14113,14,Jalisco,113,San Gabriel,31.92,9.32,39.24
14114,14,Jalisco,114,Villa Corona,28.24,7.2,33.44
14115,14,Jalisco,115,Villa Guerrero,42.49,12.57,30.34
14116,14,Jalisco,116,Villa Hidalgo,30.44,5.04,35.49
14117,14,Jalisco,117,Cañadas de Obregón,41.28,11.04,23.45
14118,14,Jalisco,118,Yahualica de González Gallo,34.54,8.18,22.34
14119,14,Jalisco,119,Zacoalco de Torres,25.69,6.18,36.63
14120,14,Jalisco,120,Zapopan,10.89,2.3,22.87
14121,14,Jalisco,121,Zapotiltic,23.72,5.99,30.21
14122,14,Jalisco,122,Zapotitlán de Vadillo,30.97,11.36,42.79
14123,14,Jalisco,123,Zapotlán del Rey,33.55,9.23,41.09
14124,14,Jalisco,124,Zapotlanejo,31.48,7.58,37.83
14125,14,Jalisco,125,San Ignacio Cerro Gordo,38.65,9.64,33.75
