CVE,CVE_ENT,NOM_ENT,CVE_MUN,NOM_MUN,sin_primaria,analfabeta,con_hacinamiento
7001,07,Chiapas,001,Acacoyagua,41.11,13.95,59.29
7002,07,Chiapas,002,Acala,41.88,21.01,60.22
7003,07,Chiapas,003,Acapetahua,42.4,18.1,50.01
7004,07,Chiapas,004,Altamirano,51.68,31.56,60.2
7005,07,Chiapas,005,Amatán,53.67,27.11,70.33
7006,07,Chiapas,006,Amatenango de la Frontera,45.24,21.25,57.82
7007,07,Chiapas,007,Amatenango del Valle,60.57,32.97,65.78
7008,07,Chiapas,008,Angel Albino Corzo,45.26,20.55,66.89
7009,07,Chiapas,009,Arriaga,32.46,12.32,44.34
7010,07,Chiapas,010,Bejucal de Ocampo,47.37,13.18,71.17
7011,07,Chiapas,011,Bella Vista,41.75,12.23,56.81
7012,07,Chiapas,012,Berriozábal,40.69,17.29,57.66
7013,07,Chiapas,013,Bochil,36.67,20.26,63.31
7014,07,Chiapas,014,El Bosque,49.09,29.67,65.62
7015,07,Chiapas,015,Cacahoatán,32.94,14.43,53.19
7016,07,Chiapas,016,Catazajá,40.36,17.21,51.74
7017,07,Chiapas,017,Cintalapa,36.53,14.04,51.78
7018,07,Chiapas,018,Coapilla,46.64,20.5,55.05
7019,07,Chiapas,019,Comitán de Domínguez,30.9,13.54,42.61
7020,07,Chiapas,020,La Concordia,47.67,23.88,63.86
7021,07,Chiapas,021,Copainalá,40.55,15.03,58.08
7022,07,Chiapas,022,Chalchihuitán,49.4,33.82,76.75
7023,07,Chiapas,023,Chamula,56.77,42.5,65.3
7024,07,Chiapas,024,Chanal,50.27,34.35,78.39
7025,07,Chiapas,025,Chapultenango,41.24,19.67,47.27
7026,07,Chiapas,026,Chenalhó,49.63,34.13,74.85
7027,07,Chiapas,027,Chiapa de Corzo,30.81,14.34,53.43
7028,07,Chiapas,028,Chiapilla,52.99,26.41,62.52
7029,07,Chiapas,029,Chicoasén,33.76,13.44,59.97
7030,07,Chiapas,030,Chicomuselo,51.49,18.19,60.13
7031,07,Chiapas,031,Chilón,53.58,33.31,77.41
7032,07,Chiapas,032,Escuintla,40.15,14.96,58.08
7033,07,Chiapas,033,Francisco León,54.47,23.76,67.05
7034,07,Chiapas,034,Frontera Comalapa,39.49,13.79,50.67
7035,07,Chiapas,035,Frontera Hidalgo,34.58,17.07,49.44
7036,07,Chiapas,036,La Grandeza,35.01,11.42,71.08
7037,07,Chiapas,037,Huehuetán,35.71,16.83,52.14
7038,07,Chiapas,038,Huixtán,41.64,27.27,66.82
7039,07,Chiapas,039,Huitiupán,50.81,27.8,65.08
7040,07,Chiapas,040,Huixtla,30.33,11.63,51.21
7041,07,Chiapas,041,La Independencia,46.07,16.56,58.56
7042,07,Chiapas,042,Ixhuatán,44.75,22.22,62.24
7043,07,Chiapas,043,Ixtacomitán,34.46,14.29,54.58
7044,07,Chiapas,044,Ixtapa,37.89,18.74,65.58
7045,07,Chiapas,045,Ixtapangajoya,49.59,22.01,63.07
7046,07,Chiapas,046,Jiquipilas,39.11,13.33,48.92
7047,07,Chiapas,047,Jitotol,44.28,22.57,66.15
7048,07,Chiapas,048,Juárez,38.07,15.51,47.18
7049,07,Chiapas,049,Larráinzar,43.13,26.08,79.65
7050,07,Chiapas,050,La Libertad,39.35,16.2,45.67
7051,07,Chiapas,051,Mapastepec,42,16.16,48.83
7052,07,Chiapas,052,Las Margaritas,48.27,26.06,59.88
7053,07,Chiapas,053,Mazapa de Madero,41.66,12.28,63.43
7054,07,Chiapas,054,Mazatán,36.57,15.81,49.73
7055,07,Chiapas,055,Metapa,31.53,14.16,40.64
7056,07,Chiapas,056,Mitontic,66.05,47.31,55.52
7057,07,Chiapas,057,Motozintla,40.11,12.26,62.83
7058,07,Chiapas,058,Nicolás Ruíz,58.61,22,76.07
7059,07,Chiapas,059,Ocosingo,47.22,27.88,68.35
7060,07,Chiapas,060,Ocotepec,62.33,38.24,76.52
7061,07,Chiapas,061,Ocozocoautla de Espinosa,40.47,16.01,57.74
7062,07,Chiapas,062,Ostuacán,45.01,18.81,58.41
7063,07,Chiapas,063,Osumacinta,33.03,10.72,57.42
7064,07,Chiapas,064,Oxchuc,38.77,21.62,70.58
7065,07,Chiapas,065,Palenque,38.74,19.04,59.32
7066,07,Chiapas,066,Pantelhó,62.74,43.78,76.25
7067,07,Chiapas,067,Pantepec,53.11,29.16,69.01
7068,07,Chiapas,068,Pichucalco,34.83,16.44,51.59
7069,07,Chiapas,069,Pijijiapan,40.61,15.69,48.45
7070,07,Chiapas,070,El Porvenir,36.32,13.07,70.71
7071,07,Chiapas,071,Villa Comaltitlán,41.53,16.78,57.37
7072,07,Chiapas,072,Pueblo Nuevo Solistahuacán,51.28,31.69,68.04
7073,07,Chiapas,073,Rayón,43.88,23.5,64.35
7074,07,Chiapas,074,Reforma,25.75,9.25,48.36
7075,07,Chiapas,075,Las Rosas,56.02,28.1,58.69
7076,07,Chiapas,076,Sabanilla,48.07,24.22,72.2
7077,07,Chiapas,077,Salto de Agua,47.48,28.82,71.66
7078,07,Chiapas,078,San Cristóbal de las Casas,25.41,13.18,41.67
7079,07,Chiapas,079,San Fernando,40.91,15.33,58.85
7080,07,Chiapas,080,Siltepec,47.05,19.61,72.34
7081,07,Chiapas,081,Simojovel,49.75,32.48,74.75
7082,07,Chiapas,082,Sitalá,68.79,46.49,77.59
7083,07,Chiapas,083,Socoltenango,50.22,23.7,52.1
7084,07,Chiapas,084,Solosuchiapa,42.88,16.99,58.07
7085,07,Chiapas,085,Soyaló,41.38,21.28,57.39
7086,07,Chiapas,086,Suchiapa,31.94,15.95,61.04
7087,07,Chiapas,087,Suchiate,41.25,18.62,51.59
7088,07,Chiapas,088,Sunuapa,41.66,20.22,59.96
7089,07,Chiapas,089,Tapachula,24.78,9.28,42.24
7090,07,Chiapas,090,Tapalapa,49.57,16.48,58.26
7091,07,Chiapas,091,Tapilula,36.56,17.89,56.76
7092,07,Chiapas,092,Tecpatán,45.15,18.45,57.34
7093,07,Chiapas,093,Tenejapa,44.15,25.24,73.92
7094,07,Chiapas,094,Teopisca,53.65,30.64,61.16
7096,07,Chiapas,096,Tila,47.47,29.24,70.93
7097,07,Chiapas,097,Tonalá,33.25,12.55,47.52
7098,07,Chiapas,098,Totolapa,52.43,29.96,76.61
7099,07,Chiapas,099,La Trinitaria,42.94,18.2,50.39
7100,07,Chiapas,100,Tumbalá,51.54,34.69,70.69
7101,07,Chiapas,101,Tuxtla Gutiérrez,15.4,5.47,35.69
7102,07,Chiapas,102,Tuxtla Chico,30.86,15.63,46.54
7103,07,Chiapas,103,Tuzantán,38.67,15.59,60.19
7104,07,Chiapas,104,Tzimol,49.99,25.01,49.01
7105,07,Chiapas,105,Unión Juárez,34.78,15.08,51.12
7106,07,Chiapas,106,Venustiano Carranza,48.67,25.49,57.73
7107,07,Chiapas,107,Villa Corzo,42.51,20.25,58.15
7108,07,Chiapas,108,Villaflores,36.92,15.47,54.73
7109,07,Chiapas,109,Yajalón,46.46,27.23,63.88
7110,07,Chiapas,110,San Lucas,53.63,30.8,71.75
7111,07,Chiapas,111,Zinacantán,55.83,42.38,64.92
