CVE,CVE_ENT,NOM_ENT,CVE_MUN,NOM_MUN,sin_primaria,analfabeta,con_hacinamiento
16060,16,Michoacán de Ocampo,060,Numarán,35.05,8.91,35.57
16061,16,Michoacán de Ocampo,061,Ocampo,34.93,11.96,59.39
16062,16,Michoacán de Ocampo,062,Pajacuarán,40.23,14.89,39.35
16063,16,Michoacán de Ocampo,063,Panindícuaro,46.85,14.16,34.13
16064,16,Michoacán de Ocampo,064,Parácuaro,40.93,15.28,47.39
16065,16,Michoacán de Ocampo,065,Paracho,30.83,14.15,41.12
16066,16,Michoacán de Ocampo,066,Pátzcuaro,25,8.9,38.83
16067,16,Michoacán de Ocampo,067,Penjamillo,44.21,14.27,29.86
16068,16,Michoacán de Ocampo,068,Peribán,34.14,9.36,42.91
16069,16,Michoacán de Ocampo,069,La Piedad,24.53,7.35,29
16070,16,Michoacán de Ocampo,070,Purépero,30.15,7.81,32.27
16071,16,Michoacán de Ocampo,071,Puruándiro,39.81,11.74,35.41
16072,16,Michoacán de Ocampo,072,Queréndaro,33.9,10.91,38.46
16073,16,Michoacán de Ocampo,073,Quiroga,34.27,14.28,39.4
16074,16,Michoacán de Ocampo,074,Cojumatlán de Régules,41.78,15.33,36.16
16075,16,Michoacán de Ocampo,075,Los Reyes,33.2,11.72,36.27
16076,16,Michoacán de Ocampo,076,Sahuayo,26,8.54,35.06
16077,16,Michoacán de Ocampo,077,San Lucas,43.19,23.21,44.55
16078,16,Michoacán de Ocampo,078,Santa Ana Maya,39.28,14.04,35.71
16079,16,Michoacán de Ocampo,079,Salvador Escalante,37.21,14.77,53.09
16080,16,Michoacán de Ocampo,080,Senguio,35.57,13.55,46.76
16081,16,Michoacán de Ocampo,081,Susupuato,51,22.11,47.96
16082,16,Michoacán de Ocampo,082,Tacámbaro,34.1,13.09,43.51
16083,16,Michoacán de Ocampo,083,Tancítaro,41,12.23,51.06
16084,16,Michoacán de Ocampo,084,Tangamandapio,43.46,16.99,46.64
16085,16,Michoacán de Ocampo,085,Tangancícuaro,39.7,14.17,34.36
16086,16,Michoacán de Ocampo,086,Tanhuato,34.59,11.61,34.96
16087,16,Michoacán de Ocampo,087,Taretan,35.16,9.76,37.43
16088,16,Michoacán de Ocampo,088,Tarímbaro,20.52,6.29,35.71
16089,16,Michoacán de Ocampo,089,Tepalcatepec,38.06,13.89,42.36
16090,16,Michoacán de Ocampo,090,Tingambato,30.66,9.85,45.34
16091,16,Michoacán de Ocampo,091,Tingüindín,34.24,11.03,34.27
16092,16,Michoacán de Ocampo,092,Tiquicheo de Nicolás Romero,50.86,25.03,48.05
16093,16,Michoacán de Ocampo,093,Tlalpujahua,28.25,10.73,48.46
16094,16,Michoacán de Ocampo,094,Tlazazalca,48.57,14.15,25.73
16095,16,Michoacán de Ocampo,095,Tocumbo,39.82,12.32,28.65
16096,16,Michoacán de Ocampo,096,Tumbiscatío,51.93,23.87,46.87
16097,16,Michoacán de Ocampo,097,Turicato,47.39,21.37,46.24
16098,16,Michoacán de Ocampo,098,Tuxpan,31.45,9.39,42.58
16099,16,Michoacán de Ocampo,099,Tuzantla,47.33,21.43,45
16100,16,Michoacán de Ocampo,100,Tzintzuntzan,33.43,13.5,43.23
16101,16,Michoacán de Ocampo,101,Tzitzio,48.36,20.21,48.33
16102,16,Michoacán de Ocampo,102,Uruapan,21.47,6.73,32.69
16103,16,Michoacán de Ocampo,103,Venustiano Carranza,34.5,11.58,36.05
16104,16,Michoacán de Ocampo,104,Villamar,42.55,15.51,29.98
16105,16,Michoacán de Ocampo,105,Vista Hermosa,34.73,10.42,34.86
16106,16,Michoacán de Ocampo,106,Yurécuaro,33.53,11.45,38.05
16107,16,Michoacán de Ocampo,107,Zacapu,22.48,6.65,29.12
16108,16,Michoacán de Ocampo,108,Zamora,26.2,8.51,29.29
16109,16,Michoacán de Ocampo,109,Zináparo,40.3,10.57,23.27
16110,16,Michoacán de Ocampo,110,Zinapécuaro,35.85,12.71,34.97
16111,16,Michoacán de Ocampo,111,Ziracuaretiro,32.61,9.03,48.14
16112,16,Michoacán de Ocampo,112,Zitácuaro,25.83,10.58,43.63
16113,16,Michoacán de Ocampo,113,José Sixto Verduzco,39.14,13.55,30.7
